Team,Player,Event,X,Y,X2,Y2,Opposition,Bolts Team,Category,Sequence_ID
New York SC,Middle,Pass,80,6,84.0,43.0,New York SC,U13,Direct Play,14
New York SC,Middle,Pass,84,43,84.0,55.0,New York SC,U13,Direct Play,14
New York SC,End,Direct Play,84,55,,,New York SC,U13,Direct Play,14
New York SC,Start,Dribble,67,29,86.0,33.0,New York SC,U13,Direct Play,15
New York SC,End,Direct Play,86,33,,,New York SC,U13,Direct Play,15
New York SC,Start,Pass,98,96,86.0,42.0,New York SC,U13,Corner Kick,16
New York SC,End,Corner Kick,86,42,,,New York SC,U13,Corner Kick,16
New York City FC,Start,Pass,72,65,78.0,70.0,New York City FC,U13,"Cutback, Direct Play",17
New York City FC,Middle,Dribble,78,70,96.0,65.0,New York City FC,U13,"Cutback, Direct Play",17
New York City FC,Middle,Pass,96,65,90.0,55.0,New York City FC,U13,"Cutback, Direct Play",17
New York City FC,End,Cutback,90,55,90.0,55.0,New York City FC,U13,"Cutback, Direct Play",17
New York City FC,End,Direct Play,90,55,,,New York City FC,U13,Direct Play,17
New York City FC,Start,Dribble,62,5,88.0,26.0,New York City FC,U13,"Direct Play, Counterattack",18
New York City FC,Middle,Pass,88,26,90.0,45.0,New York City FC,U13,"Direct Play, Counterattack",18
New York City FC,End,Counterattack,90,45,90.0,45.0,New York City FC,U13,"Direct Play, Counterattack",18
New York City FC,End,Direct Play,90,45,,,New York City FC,U13,Direct Play,18
U13,Start,Pass,64,70,63.0,62.0,NEFC,U13,Press,19
U13,Middle,Dribble,63,62,74.0,62.0,NEFC,U13,Press,19
U13,Middle,Pass,74,62,80.0,32.0,NEFC,U13,Press,19
U13,Middle,Dribble,80,32,86.0,35.0,NEFC,U13,Press,19
U13,End,Press,86,35,,,NEFC,U13,Press,19
NEFC,Start,Pass,51,55,25.0,29.0,NEFC,U13,"Counterpress, Counterattack",20
NEFC,Middle,Dribble,25,29,13.0,33.0,NEFC,U13,"Counterpress, Counterattack",20
NEFC,End,Counterpress,13,33,12.0,33.0,NEFC,U13,"Counterpress, Counterattack",20
NEFC,End,Counterattack,12,33,,,NEFC,U13,Counterattack,20
NEFC,Start,Pass,21,13,15.0,53.0,NEFC,U13,Free Kick,21
NEFC,End,Free Kick,15,53,,,NEFC,U13,Free Kick,21
NEFC,Start,Pass,67,53,68.0,44.0,NEFC,U13,"Counterpress, Cutback",22
NEFC,Middle,Dribble,68,44,89.0,29.0,NEFC,U13,"Counterpress, Cutback",22
NEFC,Middle,Pass,89,29,84.0,52.0,NEFC,U13,"Counterpress, Cutback",22
NEFC,End,Cutback,84,52,84.0,52.0,NEFC,U13,"Counterpress, Cutback",22
NEFC,End,Counterpress,84,52,,,NEFC,U13,Counterpress,22
U13,Start,Pass,57,3,57.0,19.0,Valeo,U13,Sustained Possession,23
U13,Middle,Dribble,57,19,50.0,41.0,Valeo,U13,Sustained Possession,23
U13,Middle,Pass,50,41,45.0,49.0,Valeo,U13,Sustained Possession,23
U13,Middle,Dribble,45,49,36.0,54.0,Valeo,U13,Sustained Possession,23
U13,Middle,Pass,36,54,23.0,48.0,Valeo,U13,Sustained Possession,23
U13,Middle,Dribble,23,48,10.0,49.0,Valeo,U13,Sustained Possession,23
U13,End,Sustained Possession,10,49,,,Valeo,U13,Sustained Possession,23
U13,Start,Pass,15,50,17.0,29.0,Valeo,U13,Sustained Possession,24
U13,Middle,Pass,17,29,24.0,12.0,Valeo,U13,Sustained Possession,24
U13,Middle,Pass,24,12,25.0,30.0,Valeo,U13,Sustained Possession,24
U13,Middle,Pass,25,30,38.0,24.0,Valeo,U13,Sustained Possession,24
U13,Middle,Pass,38,24,55.0,9.0,Valeo,U13,Sustained Possession,24
U13,Middle,Dribble,55,9,82.0,28.0,Valeo,U13,Sustained Possession,24
U13,End,Sustained Possession,82,28,,,Valeo,U13,Sustained Possession,24
U13,Start,Pass,22,50,29.0,57.0,Valeo,U13,"Sustained Possession, Cutback",25
U13,Middle,Pass,29,57,43.0,48.0,Valeo,U13,"Sustained Possession, Cutback",25
U13,Middle,Pass,43,48,48.0,22.0,Valeo,U13,"Sustained Possession, Cutback",25
U13,Middle,Pass,48,22,62.0,7.0,Valeo,U13,"Sustained Possession, Cutback",25
U13,Middle,Pass,62,7,75.0,8.0,Valeo,U13,"Sustained Possession, Cutback",25
U13,Middle,Pass,75,8,86.0,25.0,Valeo,U13,"Sustained Possession, Cutback",25
U13,Middle,Dribble,86,25,95.0,33.0,Valeo,U13,"Sustained Possession, Cutback",25
U13,Middle,Pass,95,33,90.0,47.0,Valeo,U13,"Sustained Possession, Cutback",25
U13,End,Cutback,90,47,90.0,47.0,Valeo,U13,"Sustained Possession, Cutback",25
U13,End,Sustained Possession,90,47,,,Valeo,U13,Sustained Possession,25
U13,Start,Pass,29,30,47.0,24.0,Valeo,U13,Sustained Possession,26
U13,Middle,Pass,47,24,69.0,7.0,Valeo,U13,Sustained Possession,26
U13,Middle,Dribble,69,7,86.0,20.0,Valeo,U13,Sustained Possession,26
U13,Middle,Pass,86,20,90.0,55.0,Valeo,U13,Sustained Possession,26
U13,End,Sustained Possession,90,55,,,Valeo,U13,Sustained Possession,26
U13,Solo,Press,23,45,39.0,57.0,Oakwood,U13,Press,1109
Oakwood,Solo,Counterpress,39,57,22.0,29.0,Oakwood,U13,Counterpress,1110
Oakwood,Start,Pass,22,29,25.0,35.0,Oakwood,U13,Counterpress,27
Oakwood,End,Counterpress,25,35,,,Oakwood,U13,Counterpress,27
U13,Start,Pass,42,34,46.0,46.0,IFA,U13,Direct Play,28
U13,Middle,Pass,46,46,6.0,93.0,IFA,U13,Direct Play,28
U13,Middle,Dribble,6,93,10.0,86.0,IFA,U13,Direct Play,28
U13,Middle,Pass,10,86,21.0,65.0,IFA,U13,Direct Play,28
U13,Middle,Dribble,21,65,20.0,59.0,IFA,U13,Direct Play,28
U13,End,Direct Play,20,59,,,IFA,U13,Direct Play,28
U13,Start,Pass,97,3,94.0,7.0,IFA,U13,Corner Kick,29
U13,Middle,Pass,94,7,81.0,9.0,IFA,U13,Corner Kick,29
U13,Middle,Pass,81,9,91.0,55.0,IFA,U13,Corner Kick,29
U13,End,Corner Kick,91,55,,,IFA,U13,Corner Kick,29
IFA,Solo,Free Kick,74,48,72.0,49.0,IFA,U13,Free Kick,1123
U13,Start,Pass,72,49,77.0,50.0,New England Revolution,U13,Press,30
U13,End,Press,77,50,,,New England Revolution,U13,Press,30
New England Revolution,Solo,Free Kick,74,42,57.0,54.0,New England Revolution,U13,Free Kick,1126
New England Revolution,Start,Dribble,57,54,72.0,69.0,New England Revolution,U13,Press,31
New England Revolution,Middle,Pass,72,69,71.0,51.0,New England Revolution,U13,Press,31
New England Revolution,Middle,Pass,71,51,73.0,35.0,New England Revolution,U13,Press,31
New England Revolution,End,Press,73,35,,,New England Revolution,U13,Press,31
New England Revolution,Start,Pass,66,28,73.0,48.0,New England Revolution,U13,Press,32
New England Revolution,Middle,Dribble,73,48,78.0,49.0,New England Revolution,U13,Press,32
New England Revolution,End,Press,78,49,,,New England Revolution,U13,Press,32
U13,Start,Pass,42,30,47.0,25.0,Beachside,U13,"Free Kick, Cutback, Direct Play",33
U13,Middle,Dribble,47,25,65.0,20.0,Beachside,U13,"Free Kick, Cutback, Direct Play",33
U13,Middle,Pass,65,20,74.0,9.0,Beachside,U13,"Free Kick, Cutback, Direct Play",33
U13,Middle,Dribble,74,9,93.0,26.0,Beachside,U13,"Free Kick, Cutback, Direct Play",33
U13,Middle,Pass,93,26,87.0,43.0,Beachside,U13,"Free Kick, Cutback, Direct Play",33
U13,End,Free Kick,87,43,86.0,43.0,Beachside,U13,"Free Kick, Cutback, Direct Play",33
U13,End,Cutback,86,43,86.0,42.0,Beachside,U13,"Cutback, Direct Play",33
U13,End,Direct Play,86,42,,,Beachside,U13,Direct Play,33
Beachside,Solo,Counterpress,22,48,21.0,82.0,Beachside,U13,Counterpress,1142
Beachside,Solo,Free Kick,21,82,66.0,10.0,Beachside,U13,Free Kick,1143
Beachside,Start,Pass,66,10,87.0,52.0,Beachside,U13,Free Kick,34
Beachside,End,Free Kick,87,52,,,Beachside,U13,Free Kick,34
Cedar Stars,Start,Pass,90,93,45.0,90.0,Cedar Stars,U14,"Direct Play, Cutback, Counterattack, Throw In",35
Cedar Stars,Middle,Dribble,45,90,1.0,64.0,Cedar Stars,U14,"Direct Play, Cutback, Counterattack, Throw In",35
Cedar Stars,Middle,Pass,1,64,2.0,46.0,Cedar Stars,U14,"Direct Play, Cutback, Counterattack, Throw In",35
Cedar Stars,End,Throw In,2,46,1.0,46.0,Cedar Stars,U14,"Direct Play, Cutback, Counterattack, Throw In",35
Cedar Stars,End,Direct Play,1,46,1.0,46.0,Cedar Stars,U14,"Direct Play, Cutback, Counterattack",35
Cedar Stars,End,Counterattack,1,46,2.0,46.0,Cedar Stars,U14,"Cutback, Counterattack",35
Cedar Stars,End,Cutback,2,46,,,Cedar Stars,U14,Cutback,35
Cedar Stars,Start,Pass,46,43,71.0,60.0,Cedar Stars,U14,"Counterpress, Counterattack",36
Cedar Stars,Middle,Dribble,71,60,86.0,56.0,Cedar Stars,U14,"Counterpress, Counterattack",36
Cedar Stars,End,Counterattack,86,56,86.0,56.0,Cedar Stars,U14,"Counterpress, Counterattack",36
Cedar Stars,End,Counterpress,86,56,,,Cedar Stars,U14,Counterpress,36
U14,Start,Pass,98,4,96.0,50.0,Connecticut United,U14,Corner Kick,37
U14,End,Corner Kick,96,50,,,Connecticut United,U14,Corner Kick,37
Connecticut United,Start,Pass,98,96,92.0,57.0,Connecticut United,U14,Corner Kick,38
Connecticut United,Middle,Pass,92,57,94.0,46.0,Connecticut United,U14,Corner Kick,38
Connecticut United,End,Corner Kick,94,46,,,Connecticut United,U14,Corner Kick,38
U14,Start,Pass,47,49,52.0,87.0,Bayside,U14,Direct Play,39
U14,Middle,Pass,52,87,70.0,87.0,Bayside,U14,Direct Play,39
U14,Middle,Pass,70,87,65.0,81.0,Bayside,U14,Direct Play,39
U14,Middle,Dribble,65,81,95.0,71.0,Bayside,U14,Direct Play,39
U14,Middle,Pass,95,71,95.0,50.0,Bayside,U14,Direct Play,39
U14,End,Direct Play,95,50,,,Bayside,U14,Direct Play,39
U14,Start,Pass,2,3,6.0,49.0,Bayside,U14,Corner Kick,40
U14,End,Corner Kick,6,49,,,Bayside,U14,Corner Kick,40
Bayside,Start,Dribble,34,67,25.0,51.0,Bayside,U14,Counterpress,41
Bayside,End,Counterpress,25,51,,,Bayside,U14,Counterpress,41
Bayside,Start,Pass,17,17,25.0,43.0,Bayside,U14,Counterpress,42
Bayside,Middle,Pass,25,43,6.0,55.0,Bayside,U14,Counterpress,42
Bayside,End,Counterpress,6,55,,,Bayside,U14,Counterpress,42
Bayside,Solo,Penalty,89,50,2.0,97.0,Bayside,U14,Penalty,1175
U14,Start,Pass,2,97,7.0,42.0,Met Oval,U14,Corner Kick,43
U14,End,Corner Kick,7,42,,,Met Oval,U14,Corner Kick,43
Met Oval,Solo,Free Kick,29,67,44.0,39.0,Met Oval,U14,Free Kick,1178
U14,Start,Pass,44,39,64.0,43.0,Valeo,U14,"Counterpress, Counterattack",44
U14,Middle,Dribble,64,43,81.0,47.0,Valeo,U14,"Counterpress, Counterattack",44
U14,End,Counterpress,81,47,81.0,48.0,Valeo,U14,"Counterpress, Counterattack",44
U14,End,Counterattack,81,48,,,Valeo,U14,Counterattack,44
U14,Start,Pass,68,77,69.0,65.0,Valeo,U14,Direct Play,45
U14,Middle,Pass,69,65,86.0,70.0,Valeo,U14,Direct Play,45
U14,Middle,Pass,86,70,85.0,49.0,Valeo,U14,Direct Play,45
U14,Middle,Dribble,85,49,94.0,54.0,Valeo,U14,Direct Play,45
U14,End,Direct Play,94,54,,,Valeo,U14,Direct Play,45
U14,Start,Pass,98,97,97.0,41.0,Valeo,U14,Corner Kick,46
U14,End,Corner Kick,97,41,,,Valeo,U14,Corner Kick,46
U14,Start,Pass,21,24,6.0,47.0,Westchester,U14,Free Kick,47
U14,End,Free Kick,6,47,,,Westchester,U14,Free Kick,47
U14,Start,Pass,57,63,20.0,71.0,Westchester,U14,"Direct Play, Counterattack",48
U14,Middle,Dribble,20,71,4.0,68.0,Westchester,U14,"Direct Play, Counterattack",48
U14,End,Counterattack,4,68,4.0,68.0,Westchester,U14,"Direct Play, Counterattack",48
U14,End,Direct Play,4,68,,,Westchester,U14,Direct Play,48
U14,Start,Pass,19,40,28.0,47.0,Westchester,U14,Sustained Possession,49
U14,Middle,Dribble,28,47,40.0,45.0,Westchester,U14,Sustained Possession,49
U14,Middle,Pass,40,45,42.0,27.0,Westchester,U14,Sustained Possession,49
U14,Middle,Dribble,42,27,48.0,33.0,Westchester,U14,Sustained Possession,49
U14,Middle,Pass,48,33,73.0,20.0,Westchester,U14,Sustained Possession,49
U14,Middle,Dribble,73,20,95.0,33.0,Westchester,U14,Sustained Possession,49
U14,End,Sustained Possession,95,33,,,Westchester,U14,Sustained Possession,49
Westchester,Solo,Press,92,39,98.0,95.0,Westchester,U14,Press,1203
Westchester,Start,Pass,98,95,74.0,31.0,Westchester,U14,Corner Kick,50
Westchester,Middle,Pass,74,31,82.0,22.0,Westchester,U14,Corner Kick,50
Westchester,Middle,Dribble,82,22,82.0,30.0,Westchester,U14,Corner Kick,50
Westchester,End,Corner Kick,82,30,,,Westchester,U14,Corner Kick,50
Westchester,Start,Pass,65,52,74.0,30.0,Westchester,U14,Counterattack,51
Westchester,Middle,Dribble,74,30,90.0,33.0,Westchester,U14,Counterattack,51
Westchester,Middle,Pass,90,33,81.0,35.0,Westchester,U14,Counterattack,51
Westchester,End,Counterattack,81,35,,,Westchester,U14,Counterattack,51
Westchester,Solo,Penalty,10,50,69.0,59.0,Westchester,U14,Penalty,1212
U14,Start,Pass,69,59,48.0,60.0,New York City FC,U14,Counterattack,52
U14,Middle,Pass,48,60,32.0,55.0,New York City FC,U14,Counterattack,52
U14,Middle,Dribble,32,55,13.0,54.0,New York City FC,U14,Counterattack,52
U14,End,Counterattack,13,54,,,New York City FC,U14,Counterattack,52
New York City FC,Start,Pass,70,35,79.0,54.0,New York City FC,U14,Press,53
New York City FC,End,Press,79,54,,,New York City FC,U14,Press,53
New York City FC,Start,Dribble,72,5,80.0,38.0,New York City FC,U14,Direct Play,54
New York City FC,End,Direct Play,80,38,,,New York City FC,U14,Direct Play,54
New York City FC,Start,Dribble,65,87,62.0,74.0,New York City FC,U14,"Counterpress, Cutback, Direct Play",55
New York City FC,Middle,Pass,62,74,81.0,71.0,New York City FC,U14,"Counterpress, Cutback, Direct Play",55
New York City FC,Middle,Dribble,81,71,95.0,71.0,New York City FC,U14,"Counterpress, Cutback, Direct Play",55
New York City FC,Middle,Pass,95,71,89.0,36.0,New York City FC,U14,"Counterpress, Cutback, Direct Play",55
New York City FC,End,Cutback,89,36,89.0,36.0,New York City FC,U14,"Counterpress, Cutback, Direct Play",55
New York City FC,End,Counterpress,89,36,89.0,37.0,New York City FC,U14,"Counterpress, Direct Play",55
New York City FC,End,Direct Play,89,37,,,New York City FC,U14,Direct Play,55
New York City FC,Start,Pass,76,81,93.0,45.0,New York City FC,U14,Free Kick,56
New York City FC,End,Free Kick,93,45,,,New York City FC,U14,Free Kick,56
New York City FC,Start,Pass,63,58,89.0,62.0,New York City FC,U14,Sustained Possession *,57
New York City FC,End,Sustained Possession *,89,62,,,New York City FC,U14,Sustained Possession *,57
U14,Start,Pass,1,96,10.0,44.0,NEFC,U14,Corner Kick,58
U14,Middle,Pass,10,44,2.0,45.0,NEFC,U14,Corner Kick,58
U14,End,Corner Kick,2,45,,,NEFC,U14,Corner Kick,58
U14,Solo,Counterpress,13,68,14.0,95.0,NEFC,U14,Counterpress,1235
NEFC,Start,Dribble,14,95,2.0,78.0,NEFC,U14,"Counterpress, Cutback",59
NEFC,Middle,Pass,2,78,2.0,55.0,NEFC,U14,"Counterpress, Cutback",59
NEFC,End,Counterpress,2,55,2.0,55.0,NEFC,U14,"Counterpress, Cutback",59
NEFC,End,Cutback,2,55,,,NEFC,U14,Cutback,59
NEFC,Solo,Penalty,11,49,55.0,60.0,NEFC,U14,Penalty,1240
U14,Start,Pass,55,60,61.0,82.0,Valeo,U14,Direct Play,60
U14,Middle,Dribble,61,82,64.0,98.0,Valeo,U14,Direct Play,60
U14,Middle,Pass,64,98,89.0,87.0,Valeo,U14,Direct Play,60
U14,Middle,Dribble,89,87,96.0,64.0,Valeo,U14,Direct Play,60
U14,End,Direct Play,96,64,,,Valeo,U14,Direct Play,60
U14,Start,Pass,44,19,56.0,20.0,Valeo,U14,"Direct Play, Throw In",61
U14,Middle,Pass,56,20,55.0,28.0,Valeo,U14,"Direct Play, Throw In",61
U14,Middle,Pass,55,28,62.0,11.0,Valeo,U14,"Direct Play, Throw In",61
U14,Middle,Dribble,62,11,88.0,29.0,Valeo,U14,"Direct Play, Throw In",61
U14,End,Throw In,88,29,88.0,30.0,Valeo,U14,"Direct Play, Throw In",61
U14,End,Direct Play,88,30,,,Valeo,U14,Direct Play,61
Valeo,Start,Pass,98,97,91.0,45.0,Valeo,U14,Corner Kick,62
Valeo,End,Corner Kick,91,45,,,Valeo,U14,Corner Kick,62
Valeo,Solo,Penalty,89,50,57.0,74.0,Valeo,U14,Penalty,1254
U14,Start,Pass,57,74,65.0,64.0,Oakwood,U14,Counterpress,63
U14,Middle,Dribble,65,64,68.0,55.0,Oakwood,U14,Counterpress,63
U14,End,Counterpress,68,55,,,Oakwood,U14,Counterpress,63
U14,Start,Dribble,67,65,55.0,60.0,Oakwood,U14,Counterattack,64
U14,Middle,Pass,55,60,28.0,54.0,Oakwood,U14,Counterattack,64
U14,Middle,Dribble,28,54,7.0,60.0,Oakwood,U14,Counterattack,64
U14,End,Counterattack,7,60,,,Oakwood,U14,Counterattack,64
U14,Start,Pass,40,60,20.0,54.0,Oakwood,U14,"Counterpress, Free Kick",65
U14,Middle,Pass,20,54,15.0,44.0,Oakwood,U14,"Counterpress, Free Kick",65
U14,End,Counterpress,15,44,15.0,46.0,Oakwood,U14,"Counterpress, Free Kick",65
U14,End,Free Kick,15,46,,,Oakwood,U14,Free Kick,65
Oakwood,Start,Pass,43,39,28.0,50.0,Oakwood,U14,Counterpress,66
Oakwood,Middle,Pass,28,50,10.0,53.0,Oakwood,U14,Counterpress,66
Oakwood,End,Counterpress,10,53,,,Oakwood,U14,Counterpress,66
Oakwood,Start,Dribble,44,41,33.0,38.0,Oakwood,U14,Counterpress,67
Oakwood,Middle,Pass,33,38,10.0,31.0,Oakwood,U14,Counterpress,67
Oakwood,End,Counterpress,10,31,,,Oakwood,U14,Counterpress,67
Oakwood,Solo,Penalty,11,50,36.0,9.0,Oakwood,U14,Penalty,1272
Oakwood,Start,Pass,36,9,47.0,13.0,Oakwood,U14,Direct Play,68
Oakwood,Middle,Pass,47,13,32.0,31.0,Oakwood,U14,Direct Play,68
Oakwood,Middle,Dribble,32,31,24.0,42.0,Oakwood,U14,Direct Play,68
Oakwood,Middle,Pass,24,42,8.0,36.0,Oakwood,U14,Direct Play,68
Oakwood,End,Direct Play,8,36,,,Oakwood,U14,Direct Play,68
U14,Start,Dribble,17,84,5.0,72.0,IFA,U14,Sustained Possession *,69
U14,Middle,Pass,5,72,12.0,49.0,IFA,U14,Sustained Possession *,69
U14,Middle,Pass,12,49,7.0,31.0,IFA,U14,Sustained Possession *,69
U14,End,Sustained Possession *,7,31,,,IFA,U14,Sustained Possession *,69
U14,Start,Pass,19,29,37.0,8.0,IFA,U14,"Direct Play, Counterattack",70
U14,Middle,Dribble,37,8,59.0,8.0,IFA,U14,"Direct Play, Counterattack",70
U14,Middle,Pass,59,8,74.0,33.0,IFA,U14,"Direct Play, Counterattack",70
U14,Middle,Dribble,74,33,86.0,43.0,IFA,U14,"Direct Play, Counterattack",70
U14,End,Counterattack,86,43,86.0,43.0,IFA,U14,"Direct Play, Counterattack",70
U14,End,Direct Play,86,43,,,IFA,U14,Direct Play,70
U14,Start,Pass,71,74,77.0,42.0,IFA,U14,Press,71
U14,Middle,Dribble,77,42,87.0,42.0,IFA,U14,Press,71
U14,End,Press,87,42,,,IFA,U14,Press,71
IFA,Start,Dribble,77,17,95.0,33.0,IFA,U14,"Cutback, Direct Play",72
IFA,Middle,Pass,95,33,92.0,45.0,IFA,U14,"Cutback, Direct Play",72
IFA,End,Direct Play,92,45,92.0,44.0,IFA,U14,"Cutback, Direct Play",72
IFA,End,Cutback,92,44,,,IFA,U14,Cutback,72
IFA,Start,Pass,2,3,8.0,52.0,IFA,U14,"Corner Kick, Counterpress",73
IFA,Middle,Pass,8,52,14.0,50.0,IFA,U14,"Corner Kick, Counterpress",73
IFA,End,Corner Kick,14,50,13.0,50.0,IFA,U14,"Corner Kick, Counterpress",73
IFA,End,Counterpress,13,50,,,IFA,U14,Counterpress,73
IFA,Start,Dribble,52,77,34.0,76.0,IFA,U14,"Counterpress, Direct Play",74
IFA,Middle,Pass,34,76,15.0,82.0,IFA,U14,"Counterpress, Direct Play",74
IFA,Middle,Dribble,15,82,4.0,65.0,IFA,U14,"Counterpress, Direct Play",74
IFA,End,Direct Play,4,65,4.0,64.0,IFA,U14,"Counterpress, Direct Play",74
IFA,End,Counterpress,4,64,,,IFA,U14,Counterpress,74
U14,Start,Pass,43,77,57.0,43.0,NE Revolution,U14,Direct Play,75
U14,Middle,Dribble,57,43,65.0,47.0,NE Revolution,U14,Direct Play,75
U14,Middle,Pass,65,47,94.0,65.0,NE Revolution,U14,Direct Play,75
U14,End,Direct Play,94,65,,,NE Revolution,U14,Direct Play,75
U14,Start,Pass,98,3,93.0,47.0,NE Revolution,U14,Corner Kick,76
U14,Middle,Pass,93,47,98.0,37.0,NE Revolution,U14,Corner Kick,76
U14,Middle,Pass,98,37,97.0,47.0,NE Revolution,U14,Corner Kick,76
U14,End,Corner Kick,97,47,,,NE Revolution,U14,Corner Kick,76
NE Revolution,Start,Pass,26,73,22.0,76.0,NE Revolution,U14,Sustained Possession *,77
NE Revolution,Middle,Dribble,22,76,6.0,52.0,NE Revolution,U14,Sustained Possession *,77
NE Revolution,End,Sustained Possession *,6,52,,,NE Revolution,U14,Sustained Possession *,77
NE Revolution,Start,Dribble,25,19,7.0,35.0,NE Revolution,U14,Sustained Possession *,78
NE Revolution,End,Sustained Possession *,7,35,,,NE Revolution,U14,Sustained Possession *,78
U14,Start,Pass,65,67,64.0,56.0,Beachside,U14,"Direct Play, Counterattack",79
U14,Middle,Dribble,64,56,26.0,69.0,Beachside,U14,"Direct Play, Counterattack",79
U14,Middle,Pass,26,69,17.0,72.0,Beachside,U14,"Direct Play, Counterattack",79
U14,Middle,Dribble,17,72,10.0,70.0,Beachside,U14,"Direct Play, Counterattack",79
U14,End,Counterattack,10,70,10.0,70.0,Beachside,U14,"Direct Play, Counterattack",79
U14,End,Direct Play,10,70,,,Beachside,U14,Direct Play,79
U14,Start,Pass,55,99,70.0,85.0,Beachside,U14,Throw In,80
U14,Middle,Pass,70,85,70.0,80.0,Beachside,U14,Throw In,80
U14,Middle,Pass,70,80,73.0,61.0,Beachside,U14,Throw In,80
U14,Middle,Dribble,73,61,85.0,57.0,Beachside,U14,Throw In,80
U14,Middle,Pass,85,57,86.0,62.0,Beachside,U14,Throw In,80
U14,Middle,Dribble,86,62,92.0,46.0,Beachside,U14,Throw In,80
U14,End,Throw In,92,46,,,Beachside,U14,Throw In,80
U14,Start,Pass,29,99,39.0,89.0,Beachside,U14,"Sustained Possession, Throw In",81
U14,Middle,Pass,39,89,47.0,89.0,Beachside,U14,"Sustained Possession, Throw In",81
